Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A
N1,10/02/2019,,FC Emmen,Den Haag,3.0,2.0,H,2.0,0.0,H,15.0,12.0,6.0,3.0,3.0,5.0,15.0,9.0,1.0,2.0,0.0,0.0,2.75,3.3,2.5
N1,10/02/2019,,For Sittard,Excelsior,4.0,1.0,H,2.0,0.0,H,12.0,18.0,6.0,7.0,3.0,7.0,15.0,16.0,2.0,2.0,0.0,0.0,1.75,3.75,4.5
N1,10/02/2019,,Groningen,Vitesse,2.0,1.0,H,1.0,1.0,D,8.0,7.0,3.0,1.0,4.0,4.0,9.0,5.0,1.0,0.0,0.0,0.0,2.37,3.4,2.9
N1,10/02/2019,,Utrecht,PSV Eindhoven,2.0,2.0,D,2.0,0.0,H,6.0,23.0,3.0,4.0,2.0,11.0,11.0,2.0,1.0,1.0,0.0,0.0,6.0,4.2,1.57
N1,15/02/2019,,Den Haag,Zwolle,1.0,0.0,H,1.0,0.0,H,4.0,12.0,2.0,4.0,2.0,4.0,10.0,8.0,1.0,3.0,0.0,1.0,2.45,3.5,2.7
N1,16/02/2019,,AZ Alkmaar,VVV Venlo,3.0,0.0,H,2.0,0.0,H,19.0,12.0,10.0,2.0,9.0,3.0,10.0,10.0,2.0,1.0,0.0,0.0,1.25,5.75,12.0
N1,16/02/2019,,Heerenveen,PSV Eindhoven,2.0,2.0,D,2.0,0.0,H,10.0,24.0,3.0,7.0,2.0,7.0,14.0,9.0,2.0,0.0,0.0,0.0,8.0,5.25,1.33
N1,16/02/2019,,Heracles,For Sittard,6.0,0.0,H,1.0,0.0,H,22.0,11.0,12.0,5.0,4.0,3.0,12.0,7.0,3.0,0.0,0.0,0.0,1.8,3.8,4.0
N1,16/02/2019,,Vitesse,Willem II,3.0,2.0,H,1.0,0.0,H,20.0,13.0,9.0,5.0,5.0,9.0,14.0,12.0,3.0,3.0,0.0,0.0,1.53,4.0,6.0
N1,17/02/2019,,Ajax,NAC Breda,5.0,0.0,H,1.0,0.0,H,33.0,6.0,11.0,2.0,13.0,2.0,9.0,15.0,1.0,3.0,0.0,0.0,1.03,15.0,41.0
N1,17/02/2019,,Excelsior,FC Emmen,2.0,1.0,H,0.0,0.0,D,12.0,14.0,6.0,5.0,4.0,7.0,7.0,16.0,0.0,0.0,0.0,0.0,2.3,3.6,2.87
N1,17/02/2019,,Graafschap,Utrecht,0.0,1.0,A,0.0,0.0,D,14.0,9.0,3.0,3.0,6.0,5.0,15.0,10.0,1.0,0.0,0.0,0.0,4.33,4.2,1.7
N1,17/02/2019,,Groningen,Feyenoord,1.0,0.0,H,1.0,0.0,H,21.0,4.0,7.0,1.0,5.0,3.0,11.0,8.0,0.0,1.0,0.0,0.0,5.0,3.75,1.7
N1,22/02/2019,,VVV Venlo,Heracles,0.0,1.0,A,0.0,0.0,D,28.0,6.0,6.0,3.0,7.0,3.0,12.0,16.0,2.0,4.0,0.0,0.0,2.7,3.6,2.4
N1,23/02/2019,,For Sittard,Heerenveen,2.0,4.0,A,2.0,1.0,H,12.0,22.0,4.0,12.0,2.0,10.0,8.0,12.0,4.0,1.0,1.0,0.0,3.0,3.4,2.3
N1,23/02/2019,,NAC Breda,Groningen,0.0,0.0,D,0.0,0.0,D,13.0,13.0,2.0,3.0,4.0,7.0,7.0,13.0,1.0,1.0,0.0,0.0,3.6,3.8,1.9
N1,23/02/2019,,Utrecht,Excelsior,0.0,0.0,D,0.0,0.0,D,29.0,3.0,8.0,2.0,9.0,1.0,9.0,12.0,1.0,3.0,0.0,0.0,1.33,5.5,8.0
N1,23/02/2019,,Zwolle,Graafschap,0.0,3.0,A,0.0,1.0,A,12.0,11.0,3.0,5.0,9.0,2.0,8.0,13.0,1.0,1.0,0.0,1.0,1.53,4.33,5.75
N1,24/02/2019,,Den Haag,Ajax,1.0,5.0,A,1.0,2.0,A,10.0,17.0,1.0,11.0,3.0,8.0,10.0,14.0,1.0,1.0,0.0,0.0,15.0,8.0,1.16
N1,24/02/2019,,FC Emmen,Vitesse,0.0,3.0,A,0.0,1.0,A,4.0,18.0,1.0,7.0,8.0,5.0,16.0,12.0,3.0,2.0,0.0,0.0,4.0,3.6,1.85
N1,24/02/2019,,PSV Eindhoven,Feyenoord,1.0,1.0,D,0.0,0.0,D,20.0,14.0,10.0,6.0,6.0,7.0,9.0,15.0,0.0,4.0,0.0,1.0,1.53,4.33,5.5
N1,24/02/2019,,Willem II,AZ Alkmaar,2.0,1.0,H,2.0,0.0,H,13.0,10.0,6.0,5.0,7.0,5.0,12.0,10.0,0.0,3.0,0.0,0.0,5.5,4.33,1.53
N1,01/03/2019,,Graafschap,Den Haag,1.0,1.0,D,0.0,1.0,A,14.0,14.0,2.0,3.0,8.0,4.0,6.0,10.0,0.0,2.0,0.0,0.0,2.15,3.6,3.1
N1,02/03/2019,,Excelsior,PSV Eindhoven,0.0,2.0,A,0.0,1.0,A,7.0,18.0,1.0,6.0,3.0,7.0,5.0,9.0,0.0,1.0,0.0,0.0,13.0,7.0,1.18
N1,02/03/2019,,Heracles,Utrecht,1.0,5.0,A,0.0,1.0,A,8.0,16.0,3.0,8.0,5.0,4.0,12.0,12.0,2.0,0.0,1.0,0.0,2.8,3.6,2.3
N1,02/03/2019,,Vitesse,NAC Breda,4.0,1.0,H,0.0,1.0,A,21.0,6.0,8.0,4.0,11.0,2.0,12.0,13.0,1.0,3.0,0.0,1.0,1.36,5.0,7.5
N1,03/03/2019,,AZ Alkmaar,For Sittard,4.0,2.0,H,1.0,2.0,A,21.0,10.0,6.0,6.0,9.0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,1.22,7.0,10.0
N1,03/03/2019,,Feyenoord,FC Emmen,4.0,0.0,H,1.0,0.0,H,23.0,11.0,11.0,3.0,8.0,2.0,8.0,13.0,0.0,1.0,0.0,0.0,1.16,7.5,13.0
N1,03/03/2019,,Groningen,VVV Venlo,3.0,2.0,H,2.0,1.0,H,18.0,8.0,7.0,2.0,6.0,3.0,10.0,14.0,2.0,1.0,1.0,1.0,1.61,3.75,5.5
N1,03/03/2019,,Heerenveen,Willem II,4.0,2.0,H,3.0,0.0,H,11.0,14.0,5.0,5.0,10.0,3.0,11.0,10.0,0.0,1.0,0.0,1.0,1.8,3.8,4.0
N1,08/03/2019,,Utrecht,Groningen,0.0,0.0,D,0.0,0.0,D,15.0,11.0,3.0,3.0,9.0,7.0,9.0,10.0,1.0,4.0,0.0,0.0,1.75,3.75,4.5
N1,09/03/2019,,Den Haag,Heerenveen,2.0,3.0,A,0.0,1.0,A,19.0,16.0,7.0,9.0,8.0,4.0,10.0,10.0,2.0,1.0,0.0,0.0,2.37,3.4,2.9
N1,09/03/2019,,PSV Eindhoven,NAC Breda,2.0,0.0,H,1.0,0.0,H,20.0,5.0,7.0,0.0,8.0,4.0,10.0,11.0,2.0,0.0,0.0,0.0,1.05,13.0,26.0
N1,09/03/2019,,VVV Venlo,Excelsior,1.0,0.0,H,1.0,0.0,H,16.0,13.0,6.0,3.0,7.0,5.0,15.0,13.0,3.0,4.0,0.0,0.0,2.0,3.4,3.75
N1,09/03/2019,,Willem II,Graafschap,3.0,2.0,H,2.0,1.0,H,18.0,6.0,9.0,2.0,9.0,6.0,11.0,24.0,1.0,4.0,0.0,0.0,1.75,4.0,4.2
N1,10/03/2019,,Ajax,For Sittard,4.0,0.0,H,2.0,0.0,H,21.0,9.0,8.0,2.0,7.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,1.02,17.0,34.0
N1,10/03/2019,,FC Emmen,Heracles,1.0,1.0,D,0.0,1.0,A,14.0,2.0,5.0,1.0,9.0,5.0,10.0,16.0,2.0,3.0,0.0,1.0,3.2,3.5,2.15
N1,10/03/2019,,Vitesse,Feyenoord,1.0,1.0,D,0.0,1.0,A,19.0,19.0,7.0,7.0,6.0,6.0,9.0,8.0,1.0,1.0,0.0,0.0,3.8,3.5,1.9
N1,10/03/2019,,Zwolle,AZ Alkmaar,0.0,0.0,D,0.0,0.0,D,11.0,14.0,4.0,5.0,7.0,6.0,11.0,12.0,0.0,0.0,0.0,0.0,4.5,3.75,1.72
N1,13/03/2019,,Ajax,Zwolle,2.0,1.0,H,1.0,0.0,H,17.0,7.0,7.0,3.0,7.0,4.0,9.0,13.0,2.0,3.0,0.0,1.0,1.05,13.0,26.0
N1,15/03/2019,,For Sittard,FC Emmen,3.0,1.0,H,3.0,0.0,H,12.0,12.0,5.0,4.0,9.0,3.0,9.0,10.0,2.0,0.0,0.0,1.0,2.05,3.6,3.3
N1,16/03/2019,,Feyenoord,Willem II,2.0,3.0,A,1.0,1.0,D,20.0,10.0,7.0,7.0,10.0,5.0,11.0,8.0,1.0,0.0,0.0,0.0,1.25,6.5,10.0
N1,16/03/2019,,Heerenveen,Graafschap,0.0,3.0,A,0.0,1.0,A,9.0,7.0,4.0,4.0,4.0,3.0,12.0,13.0,2.0,1.0,0.0,0.0,1.5,5.0,5.0
N1,16/03/2019,,Heracles,Vitesse,3.0,2.0,H,2.0,2.0,D,12.0,24.0,7.0,6.0,4.0,6.0,7.0,14.0,1.0,3.0,0.0,1.0,3.0,3.6,2.2
N1,16/03/2019,,NAC Breda,Utrecht,0.0,4.0,A,0.0,2.0,A,8.0,17.0,1.0,5.0,1.0,4.0,23.0,7.0,2.0,1.0,0.0,0.0,4.5,3.8,1.72
N1,17/03/2019,,AZ Alkmaar,Ajax,1.0,0.0,H,0.0,0.0,D,17.0,15.0,8.0,6.0,2.0,7.0,14.0,13.0,0.0,1.0,0.0,0.0,4.75,4.75,1.55
N1,17/03/2019,,Excelsior,Zwolle,0.0,2.0,A,0.0,0.0,D,6.0,20.0,1.0,8.0,6.0,11.0,8.0,11.0,0.0,2.0,0.0,0.0,3.0,3.5,2.25
N1,17/03/2019,,Groningen,Den Haag,1.0,0.0,H,1.0,0.0,H,13.0,7.0,5.0,1.0,7.0,3.0,15.0,17.0,3.0,3.0,0.0,0.0,1.66,4.0,4.75
N1,17/03/2019,,VVV Venlo,PSV Eindhoven,0.0,1.0,A,0.0,0.0,D,17.0,12.0,6.0,6.0,4.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,9.0,6.5,1.25
N1,30/03/2019,,AZ Alkmaar,Groningen,1.0,0.0,H,0.0,0.0,D,9.0,8.0,2.0,2.0,6.0,6.0,8.0,15.0,1.0,4.0,0.0,0.0,1.4,5.0,6.5
N1,30/03/2019,,Den Haag,Vitesse,3.0,3.0,D,2.0,3.0,A,12.0,13.0,4.0,9.0,8.0,4.0,8.0,17.0,0.0,1.0,0.0,0.0,3.5,3.6,2.0
N1,30/03/2019,,Graafschap,Heracles,1.0,2.0,A,1.0,0.0,H,12.0,9.0,5.0,3.0,6.0,6.0,19.0,13.0,2.0,2.0,0.0,0.0,2.6,3.8,2.4
N1,30/03/2019,,Heerenveen,Excelsior,1.0,0.0,H,0.0,0.0,D,13.0,17.0,5.0,5.0,9.0,7.0,8.0,8.0,0.0,2.0,0.0,0.0,1.57,4.33,5.0
N1,30/03/2019,,Willem II,For Sittard,3.0,2.0,H,1.0,1.0,D,15.0,8.0,6.0,4.0,9.0,5.0,11.0,15.0,1.0,5.0,0.0,1.0,1.61,4.2,4.75
N1,31/03/2019,,Ajax,PSV Eindhoven,3.0,1.0,H,1.0,0.0,H,16.0,11.0,7.0,3.0,4.0,8.0,9.0,16.0,3.0,2.0,1.0,0.0,1.66,4.2,4.5
N1,31/03/2019,,NAC Breda,VVV Venlo,1.0,1.0,D,0.0,1.0,A,13.0,13.0,5.0,3.0,6.0,6.0,10.0,18.0,3.0,3.0,1.0,0.0,2.6,3.3,2.62
N1,31/03/2019,,Utrecht,Feyenoord,3.0,2.0,H,1.0,0.0,H,12.0,15.0,5.0,4.0,4.0,5.0,11.0,11.0,0.0,0.0,0.0,0.0,3.0,3.5,2.25
N1,31/03/2019,,Zwolle,FC Emmen,3.0,0.0,H,2.0,0.0,H,15.0,13.0,6.0,3.0,4.0,3.0,9.0,16.0,3.0,1.0,0.0,0.0,1.57,4.0,5.75
N1,02/04/2019,,Groningen,Graafschap,1.0,0.0,H,0.0,0.0,D,16.0,13.0,8.0,4.0,5.0,3.0,11.0,15.0,0.0,3.0,0.0,0.0,1.44,4.2,7.5
N1,02/04/2019,,Heracles,Willem II,3.0,4.0,A,0.0,1.0,A,14.0,14.0,5.0,8.0,5.0,2.0,16.0,9.0,2.0,2.0,0.0,0.0,2.37,3.6,2.75
N1,02/04/2019,,Vitesse,AZ Alkmaar,2.0,2.0,D,0.0,2.0,A,14.0,8.0,3.0,4.0,9.0,4.0,14.0,11.0,2.0,4.0,0.0,0.0,2.87,3.6,2.3
N1,03/04/2019,,Excelsior,NAC Breda,1.0,2.0,A,1.0,0.0,H,14.0,22.0,5.0,12.0,5.0,9.0,11.0,12.0,0.0,0.0,0.0,0.0,2.0,3.5,3.6
N1,03/04/2019,,FC Emmen,Ajax,2.0,5.0,A,0.0,2.0,A,15.0,17.0,3.0,10.0,6.0,4.0,13.0,9.0,2.0,1.0,0.0,0.0,17.0,9.0,1.11
N1,03/04/2019,,For Sittard,Den Haag,0.0,0.0,D,0.0,0.0,D,15.0,10.0,2.0,1.0,2.0,11.0,9.0,11.0,1.0,2.0,1.0,0.0,2.25,3.6,2.87
N1,03/04/2019,,VVV Venlo,Utrecht,2.0,6.0,A,2.0,1.0,H,13.0,21.0,5.0,8.0,2.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,3.6,3.6,1.95
N1,04/04/2019,,Feyenoord,Heerenveen,3.0,0.0,H,1.0,0.0,H,24.0,7.0,9.0,1.0,4.0,4.0,5.0,8.0,1.0,3.0,0.0,0.0,1.33,5.0,9.0
N1,04/04/2019,,PSV Eindhoven,Zwolle,4.0,0.0,H,1.0,0.0,H,13.0,4.0,8.0,1.0,12.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,1.16,7.5,13.0
N1,06/04/2019,,Den Haag,Utrecht,5.0,0.0,H,3.0,0.0,H,12.0,16.0,6.0,4.0,6.0,2.0,2.0,8.0,0.0,1.0,0.0,0.0,3.4,4.0,1.9
N1,06/04/2019,,Graafschap,AZ Alkmaar,1.0,1.0,D,0.0,0.0,D,9.0,8.0,3.0,4.0,2.0,4.0,14.0,9.0,2.0,2.0,0.0,0.0,5.0,4.33,1.57
N1,06/04/2019,,Groningen,Excelsior,1.0,0.0,H,0.0,0.0,D,10.0,8.0,3.0,1.0,6.0,6.0,15.0,14.0,0.0,0.0,0.0,0.0,1.5,4.0,7.0
N1,06/04/2019,,Heracles,NAC Breda,1.0,0.0,H,0.0,0.0,D,21.0,6.0,5.0,0.0,6.0,2.0,10.0,9.0,2.0,2.0,0.0,0.0,1.66,4.0,4.75
N1,06/04/2019,,Willem II,Ajax,1.0,4.0,A,1.0,2.0,A,13.0,13.0,4.0,5.0,3.0,1.0,10.0,15.0,2.0,0.0,0.0,0.0,7.5,6.5,1.28
N1,07/04/2019,,FC Emmen,Heerenveen,2.0,0.0,H,1.0,0.0,H,13.0,5.0,5.0,2.0,5.0,3.0,17.0,12.0,4.0,0.0,0.0,0.0,2.8,3.4,2.4
N1,07/04/2019,,Vitesse,PSV Eindhoven,3.0,3.0,D,1.0,1.0,D,16.0,16.0,5.0,9.0,7.0,6.0,9.0,11.0,2.0,3.0,1.0,0.0,4.5,4.0,1.7
N1,07/04/2019,,VVV Venlo,Feyenoord,0.0,3.0,A,0.0,1.0,A,15.0,15.0,3.0,9.0,6.0,3.0,6.0,10.0,0.0,2.0,0.0,0.0,6.0,4.33,1.5
N1,07/04/2019,,Zwolle,For Sittard,5.0,0.0,H,1.0,0.0,H,19.0,3.0,10.0,0.0,8.0,1.0,14.0,7.0,1.0,1.0,0.0,1.0,1.57,4.2,5.25
N1,12/04/2019,,NAC Breda,FC Emmen,1.0,1.0,D,0.0,1.0,A,21.0,15.0,5.0,11.0,10.0,2.0,12.0,15.0,2.0,2.0,0.0,0.0,2.2,3.4,3.2
N1,13/04/2019,,Ajax,Excelsior,6.0,2.0,H,3.0,1.0,H,22.0,9.0,13.0,4.0,7.0,1.0,9.0,12.0,2.0,3.0,0.0,0.0,1.05,13.0,31.0
N1,13/04/2019,,AZ Alkmaar,Den Haag,2.0,3.0,A,0.0,1.0,A,36.0,11.0,11.0,5.0,6.0,4.0,6.0,6.0,1.0,1.0,0.0,0.0,1.25,5.75,11.0
N1,13/04/2019,,Feyenoord,Heracles,2.0,1.0,H,1.0,0.0,H,22.0,14.0,12.0,3.0,10.0,3.0,9.0,16.0,1.0,2.0,1.0,0.0,1.25,6.5,9.0
N1,13/04/2019,,For Sittard,VVV Venlo,1.0,1.0,D,1.0,0.0,H,13.0,15.0,5.0,3.0,5.0,10.0,14.0,17.0,2.0,1.0,0.0,0.0,2.37,3.4,2.9
N1,14/04/2019,,Heerenveen,Groningen,1.0,1.0,D,1.0,0.0,H,16.0,12.0,5.0,6.0,4.0,2.0,13.0,6.0,2.0,2.0,0.0,0.0,2.37,3.4,2.9
N1,14/04/2019,,PSV Eindhoven,Graafschap,2.0,1.0,H,0.0,1.0,A,26.0,5.0,10.0,1.0,9.0,3.0,10.0,25.0,2.0,1.0,0.0,0.0,1.07,11.0,23.0
N1,14/04/2019,,Utrecht,Vitesse,0.0,0.0,D,0.0,0.0,D,9.0,10.0,1.0,5.0,6.0,9.0,12.0,15.0,3.0,2.0,0.0,0.0,2.05,3.6,3.3
N1,14/04/2019,,Willem II,Zwolle,2.0,0.0,H,1.0,0.0,H,15.0,6.0,7.0,2.0,7.0,0.0,11.0,16.0,0.0,2.0,0.0,0.0,2.0,3.6,3.5
N1,19/04/2019,,Heracles,Heerenveen,2.0,1.0,H,1.0,1.0,D,11.0,19.0,7.0,10.0,9.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0,1.95,3.75,3.5
N1,20/04/2019,,FC Emmen,Utrecht,2.0,0.0,H,2.0,0.0,H,10.0,13.0,7.0,5.0,6.0,2.0,23.0,15.0,3.0,3.0,0.0,0.0,3.8,3.6,1.9
N1,20/04/2019,,Feyenoord,AZ Alkmaar,2.0,1.0,H,0.0,1.0,A,18.0,7.0,11.0,2.0,9.0,6.0,7.0,14.0,2.0,0.0,0.0,0.0,1.75,4.33,3.75
N1,20/04/2019,,Groningen,Ajax,0.0,1.0,A,0.0,0.0,D,12.0,16.0,2.0,5.0,4.0,6.0,12.0,7.0,4.0,3.0,0.0,1.0,8.5,6.0,1.28
N1,20/04/2019,,Vitesse,Zwolle,4.0,1.0,H,1.0,1.0,D,10.0,11.0,5.0,3.0,8.0,5.0,8.0,8.0,0.0,2.0,1.0,0.0,1.6,4.0,5.25
N1,20/04/2019,,VVV Venlo,Graafschap,4.0,1.0,H,1.0,1.0,D,14.0,14.0,9.0,5.0,3.0,7.0,10.0,10.0,0.0,1.0,0.0,0.0,2.05,3.6,3.3
N1,21/04/2019,,Excelsior,Willem II,1.0,1.0,D,0.0,1.0,A,12.0,11.0,3.0,4.0,3.0,2.0,10.0,9.0,0.0,1.0,0.0,0.0,3.6,3.5,2.0
N1,21/04/2019,,For Sittard,NAC Breda,2.0,1.0,H,1.0,0.0,H,19.0,18.0,5.0,3.0,6.0,4.0,5.0,9.0,1.0,0.0,0.0,0.0,2.1,3.75,3.1
N1,21/04/2019,,PSV Eindhoven,Den Haag,3.0,1.0,H,1.0,0.0,H,22.0,5.0,10.0,1.0,8.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,1.1,9.0,21.0
N1,23/04/2019,,Ajax,Vitesse,4.0,2.0,H,1.0,0.0,H,20.0,9.0,9.0,4.0,5.0,2.0,15.0,14.0,2.0,3.0,0.0,1.0,1.2,7.0,11.0
N1,23/04/2019,,AZ Alkmaar,Heracles,2.0,1.0,H,1.0,1.0,D,16.0,7.0,7.0,4.0,2.0,4.0,13.0,11.0,0.0,0.0,0.0,0.0,1.28,5.75,9.0
N1,23/04/2019,,Graafschap,FC Emmen,1.0,0.0,H,1.0,0.0,H,7.0,14.0,2.0,4.0,3.0,3.0,7.0,10.0,2.0,1.0,0.0,0.0,2.1,3.75,3.2
N1,23/04/2019,,Heerenveen,VVV Venlo,2.0,2.0,D,1.0,0.0,H,12.0,7.0,6.0,4.0,1.0,4.0,12.0,13.0,0.0,1.0,0.0,0.0,1.83,4.0,3.8
N1,24/04/2019,,NAC Breda,Feyenoord,0.0,4.0,A,0.0,2.0,A,5.0,27.0,1.0,5.0,1.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,5.0,1.36
N1,24/04/2019,,Utrecht,For Sittard,2.0,1.0,H,1.0,1.0,D,23.0,16.0,6.0,3.0,11.0,4.0,11.0,10.0,0.0,2.0,0.0,0.0,1.36,5.25,7.0
N1,25/04/2019,,Den Haag,Excelsior,3.0,1.0,H,2.0,1.0,H,12.0,18.0,7.0,4.0,4.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,1.83,4.0,3.75
N1,25/04/2019,,Willem II,PSV Eindhoven,0.0,3.0,A,0.0,2.0,A,3.0,13.0,0.0,6.0,0.0,7.0,13.0,10.0,1.0,1.0,0.0,0.0,6.0,5.5,1.4
N1,29/04/2019,,Zwolle,Groningen,3.0,2.0,H,0.0,1.0,A,16.0,16.0,5.0,4.0,6.0,4.0,13.0,9.0,3.0,0.0,0.0,0.0,2.25,3.6,2.9
N1,12/05/2019,,Ajax,Utrecht,4.0,1.0,H,2.0,1.0,H,25.0,11.0,12.0,4.0,5.0,4.0,8.0,9.0,1.0,4.0,0.0,0.0,1.12,8.0,19.0
N1,12/05/2019,,AZ Alkmaar,PSV Eindhoven,1.0,0.0,H,0.0,0.0,D,13.0,15.0,2.0,5.0,3.0,6.0,11.0,11.0,1.0,1.0,0.0,0.0,3.8,4.0,1.8
N1,12/05/2019,,Feyenoord,Den Haag,0.0,2.0,A,0.0,1.0,A,29.0,12.0,7.0,5.0,10.0,7.0,5.0,14.0,0.0,0.0,0.0,0.0,1.16,7.5,13.0
N1,12/05/2019,,Groningen,For Sittard,3.0,0.0,H,1.0,0.0,H,16.0,14.0,7.0,3.0,3.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,1.45,4.5,6.5
N1,12/05/2019,,Heerenveen,NAC Breda,2.0,1.0,H,0.0,0.0,D,19.0,17.0,3.0,6.0,6.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,1.66,4.0,4.75
N1,12/05/2019,,Heracles,Excelsior,4.0,5.0,A,1.0,2.0,A,18.0,12.0,10.0,8.0,4.0,6.0,7.0,11.0,1.0,0.0,0.0,0.0,1.7,4.33,4.0
N1,12/05/2019,,Vitesse,Graafschap,6.0,1.0,H,2.0,0.0,H,20.0,11.0,9.0,3.0,9.0,10.0,10.0,7.0,1.0,1.0,0.0,0.0,1.33,5.0,8.5
N1,12/05/2019,,Willem II,FC Emmen,2.0,3.0,A,2.0,1.0,H,8.0,14.0,4.0,6.0,2.0,2.0,7.0,19.0,0.0,3.0,0.0,0.0,1.61,4.33,4.75
N1,12/05/2019,,Zwolle,VVV Venlo,2.0,4.0,A,1.0,0.0,H,11.0,13.0,6.0,8.0,5.0,3.0,13.0,8.0,0.0,1.0,0.0,0.0,1.7,3.8,4.75
N1,15/05/2019,,Den Haag,Willem II,6.0,2.0,H,1.0,1.0,D,24.0,13.0,8.0,7.0,6.0,5.0,13.0,16.0,1.0,3.0,0.0,1.0,3.0,3.6,2.25
N1,15/05/2019,,Excelsior,AZ Alkmaar,4.0,2.0,H,1.0,1.0,D,13.0,19.0,9.0,4.0,2.0,9.0,8.0,7.0,1.0,1.0,0.0,0.0,5.5,4.75,1.5
N1,15/05/2019,,FC Emmen,Groningen,1.0,0.0,H,1.0,0.0,H,15.0,9.0,7.0,4.0,6.0,3.0,7.0,8.0,1.0,0.0,0.0,0.0,4.2,3.8,1.75
N1,15/05/2019,,For Sittard,Feyenoord,1.0,4.0,A,1.0,1.0,D,16.0,17.0,8.0,9.0,8.0,4.0,4.0,13.0,0.0,1.0,1.0,0.0,7.0,5.25,1.36
N1,15/05/2019,,Graafschap,Ajax,1.0,4.0,A,1.0,2.0,A,11.0,16.0,3.0,9.0,2.0,6.0,8.0,6.0,1.0,0.0,0.0,0.0,17.0,13.0,1.08
N1,15/05/2019,,NAC Breda,Zwolle,0.0,0.0,D,0.0,0.0,D,10.0,17.0,2.0,5.0,3.0,6.0,6.0,8.0,1.0,1.0,0.0,0.0,2.7,3.5,2.45
N1,15/05/2019,,PSV Eindhoven,Heracles,3.0,1.0,H,1.0,1.0,D,22.0,6.0,8.0,4.0,8.0,2.0,7.0,8.0,1.0,1.0,0.0,0.0,1.14,7.5,17.0
N1,15/05/2019,,Utrecht,Heerenveen,3.0,1.0,H,1.0,1.0,D,16.0,11.0,9.0,5.0,5.0,1.0,14.0,12.0,0.0,0.0,0.0,0.0,1.57,4.0,5.5
N1,15/05/2019,,VVV Venlo,Vitesse,1.0,3.0,A,0.0,2.0,A,9.0,21.0,2.0,6.0,1.0,7.0,13.0,11.0,0.0,0.0,0.0,0.0,3.75,4.0,1.85
N1,11/08/17,,Den Haag,Utrecht,0.0,3.0,A,0.0,1.0,A,17.0,16.0,6.0,8.0,8.0,5.0,11.0,12.0,2.0,1.0,0.0,0.0,3.6,3.4,2.05
N1,12/08/17,,Heracles,Ajax,2.0,1.0,H,0.0,0.0,D,14.0,29.0,8.0,11.0,3.0,8.0,15.0,16.0,1.0,1.0,0.0,0.0,7.0,4.33,1.44
N1,12/08/17,,PSV Eindhoven,AZ Alkmaar,3.0,2.0,H,1.0,1.0,D,25.0,15.0,9.0,8.0,10.0,7.0,10.0,16.0,0.0,3.0,0.0,0.0,1.4,4.75,7.0
N1,12/08/17,,Vitesse,NAC Breda,4.0,1.0,H,3.0,0.0,H,16.0,5.0,6.0,4.0,9.0,3.0,7.0,12.0,0.0,1.0,0.0,0.0,1.53,4.2,5.75
N1,12/08/17,,VVV Venlo,Sparta Rotterdam,3.0,0.0,H,1.0,0.0,H,12.0,8.0,6.0,2.0,3.0,5.0,15.0,15.0,0.0,1.0,0.0,1.0,2.25,3.3,3.2
N1,13/08/17,,Feyenoord,Twente,2.0,1.0,H,1.0,1.0,D,15.0,7.0,7.0,3.0,4.0,1.0,10.0,24.0,2.0,4.0,0.0,0.0,1.25,5.5,12.0
N1,13/08/17,,Groningen,Heerenveen,3.0,3.0,D,0.0,2.0,A,16.0,19.0,5.0,8.0,6.0,6.0,11.0,15.0,1.0,2.0,0.0,0.0,2.2,3.5,3.1
N1,13/08/17,,Willem II,Excelsior,1.0,2.0,A,0.0,1.0,A,9.0,9.0,2.0,3.0,8.0,1.0,7.0,13.0,3.0,3.0,0.0,0.0,2.05,3.5,3.4
N1,13/08/17,,Zwolle,Roda,4.0,2.0,H,1.0,1.0,D,29.0,10.0,10.0,6.0,7.0,2.0,8.0,9.0,0.0,1.0,0.0,0.0,1.85,3.6,4.0
N1,18/08/17,,Roda,Vitesse,1.0,3.0,A,0.0,1.0,A,15.0,10.0,4.0,4.0,5.0,9.0,17.0,14.0,1.0,2.0,0.0,0.0,3.6,3.75,1.91
N1,19/08/17,,AZ Alkmaar,Den Haag,2.0,0.0,H,1.0,0.0,H,32.0,6.0,9.0,1.0,8.0,8.0,12.0,11.0,2.0,3.0,0.0,1.0,1.36,5.0,7.5
N1,19/08/17,,Heerenveen,Heracles,1.0,1.0,D,0.0,1.0,A,19.0,7.0,6.0,3.0,10.0,3.0,15.0,13.0,3.0,0.0,0.0,0.0,1.62,4.0,5.25
