Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A
N1,08/02/14,,NAC Breda,Roda,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,2.05,3.6,3.3
N1,08/02/14,,PSV Eindhoven,Twente,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,,,2.3,3.5,2.9
N1,09/02/14,,Groningen,Heerenveen,1.0,3.0,A,0.0,3.0,A,,,,,,,,,,,,,2.05,3.6,3.3
N1,09/02/14,,Heracles,Cambuur,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1.85,3.75,3.9
N1,09/02/14,,Waalwijk,Utrecht,5.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,,2.0,3.6,3.5
N1,09/02/14,,Zwolle,Ajax,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,5.75,3.9,1.57
N1,12/02/14,,Groningen,Twente,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,4.33,4.0,1.7
N1,14/02/14,,PSV Eindhoven,Heracles,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.33,4.75,9.5
N1,15/02/14,,AZ Alkmaar,Utrecht,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.44,4.5,6.5
N1,15/02/14,,Roda,Den Haag,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1.91,3.75,3.6
N1,15/02/14,,Twente,Vitesse,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.67,4.0,4.75
N1,15/02/14,,Waalwijk,Nijmegen,1.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,,2.2,3.6,3.0
N1,16/02/14,,Ajax,Heerenveen,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.3,5.5,9.0
N1,16/02/14,,Cambuur,Zwolle,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,2.1,3.4,3.4
N1,16/02/14,,Groningen,Go Ahead Eagles,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.6,4.2,5.0
N1,16/02/14,,NAC Breda,Feyenoord,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,5.25,4.0,1.53
N1,21/02/14,,Den Haag,Go Ahead Eagles,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,,,1.95,3.6,3.6
N1,22/02/14,,Cambuur,Roda,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.73,3.9,4.33
N1,22/02/14,,Heerenveen,NAC Breda,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1.57,4.2,5.25
N1,22/02/14,,Nijmegen,PSV Eindhoven,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,4.6,3.6,1.75
N1,22/02/14,,Zwolle,Heracles,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1.91,3.5,3.9
N1,23/02/14,,Ajax,AZ Alkmaar,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.36,4.75,8.5
N1,23/02/14,,Twente,Feyenoord,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,,1.91,3.6,3.75
N1,23/02/14,,Utrecht,Groningen,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,2.25,3.5,3.0
N1,23/02/14,,Vitesse,Waalwijk,3.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,1.3,5.5,9.0
N1,28/02/14,,Heracles,Heerenveen,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,,2.25,3.6,2.9
N1,01/03/14,,Den Haag,NAC Breda,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.95,3.6,3.6
N1,01/03/14,,Go Ahead Eagles,PSV Eindhoven,2.0,3.0,A,2.0,0.0,H,,,,,,,,,,,,,5.25,4.2,1.57
N1,01/03/14,,Vitesse,Roda,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.25,6.0,10.0
N1,01/03/14,,Zwolle,Nijmegen,3.0,3.0,D,2.0,1.0,H,,,,,,,,,,,,,1.85,3.6,3.8
N1,02/03/14,,AZ Alkmaar,Waalwijk,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.4,5.0,6.5
N1,02/03/14,,Feyenoord,Ajax,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,,2.15,3.5,3.2
N1,02/03/14,,Groningen,Cambuur,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.91,3.6,3.8
N1,02/03/14,,Utrecht,Twente,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,4.5,4.2,1.67
N1,08/03/14,,AZ Alkmaar,Heracles,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.5,4.33,6.0
N1,08/03/14,,Heerenveen,Zwolle,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.55,4.33,5.25
N1,08/03/14,,NAC Breda,Vitesse,1.0,2.0,A,1.0,2.0,A,,,,,,,,,,,,,4.2,4.0,1.75
N1,08/03/14,,PSV Eindhoven,Utrecht,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.22,6.0,13.0
N1,08/03/14,,Roda,Nijmegen,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,2.3,3.5,2.88
N1,09/03/14,,Ajax,Cambuur,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.2,6.5,13.0
N1,09/03/14,,Go Ahead Eagles,Twente,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,6.5,4.5,1.44
N1,09/03/14,,Groningen,Feyenoord,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,4.0,3.6,1.85
N1,09/03/14,,Waalwijk,Den Haag,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,2.45,3.4,2.75
N1,14/03/14,,Cambuur,Waalwijk,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,,,1.44,4.2,7.5
N1,15/03/14,,Den Haag,Groningen,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,2.15,3.4,3.3
N1,15/03/14,,Heracles,Roda,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.62,3.8,5.5
N1,15/03/14,,Vitesse,PSV Eindhoven,1.0,2.0,A,1.0,2.0,A,,,,,,,,,,,,,2.3,3.5,2.9
N1,16/03/14,,Feyenoord,Heerenveen,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.44,4.2,7.5
N1,16/03/14,,NAC Breda,Ajax,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,7.0,4.33,1.44
N1,16/03/14,,Nijmegen,Utrecht,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,,1.91,3.6,3.8
N1,16/03/14,,Twente,AZ Alkmaar,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,1.5,4.25,6.0
N1,16/03/14,,Zwolle,Go Ahead Eagles,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.05,3.6,3.3
N1,22/03/14,,Groningen,Vitesse,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,3.3,3.5,2.1
N1,22/03/14,,Heerenveen,Nijmegen,2.0,2.0,D,2.0,0.0,H,,,,,,,,,,,,,1.62,4.2,4.75
N1,22/03/14,,PSV Eindhoven,Roda,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.18,7.0,13.0
N1,23/03/14,,AZ Alkmaar,Zwolle,2.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,1.5,4.33,6.0
N1,28/03/14,,NAC Breda,Utrecht,2.0,2.0,D,0.0,0.0,D,,,,,,,,,,,,,2.3,3.6,2.88
N1,29/03/14,,Nijmegen,Heracles,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,2.1,3.6,3.2
N1,29/03/14,,PSV Eindhoven,Groningen,2.0,3.0,A,2.0,2.0,D,,,,,,,,,,,,,1.25,6.0,10.0
N1,29/03/14,,Vitesse,Heerenveen,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,1.57,4.33,5.0
N1,30/03/14,,Ajax,Twente,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.85,3.6,4.0
N1,30/03/14,,Cambuur,AZ Alkmaar,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,2.4,3.5,2.75
N1,30/03/14,,Den Haag,Zwolle,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1.8,3.8,4.0
N1,30/03/14,,Feyenoord,Go Ahead Eagles,5.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.25,6.5,9.0
N1,30/03/14,,Roda,Waalwijk,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1.75,3.75,4.33
N1,02/04/14,,Go Ahead Eagles,NAC Breda,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,2.0,3.5,3.6
N1,02/04/14,,Heracles,Feyenoord,1.0,2.0,A,1.0,2.0,A,,,,,,,,,,,,,4.2,4.0,1.73
N1,02/04/14,,Twente,Den Haag,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.25,6.0,10.0
N1,02/04/14,,Utrecht,Cambuur,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,2.2,3.5,3.1
N1,02/04/14,,Waalwijk,Ajax,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,9.0,5.75,1.29
N1,04/04/14,,Zwolle,Groningen,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,2.5,3.3,2.75
N1,05/04/14,,Heerenveen,PSV Eindhoven,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,4.0,3.8,1.8
N1,05/04/14,,Heracles,Go Ahead Eagles,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,1.73,4.0,4.2
N1,05/04/14,,NAC Breda,Twente,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,6.0,3.8,1.57
N1,05/04/14,,Nijmegen,Cambuur,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,2.25,3.5,3.0
N1,06/04/14,,Den Haag,Utrecht,4.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1.95,3.6,3.6
N1,06/04/14,,Feyenoord,Waalwijk,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.13,8.5,17.0
N1,06/04/14,,Roda,AZ Alkmaar,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,3.1,3.6,2.15
N1,06/04/14,,Vitesse,Ajax,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,3.5,3.6,2.0
N1,11/04/14,,Groningen,NAC Breda,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,1.67,3.8,5.0
N1,12/04/14,,Cambuur,Vitesse,4.0,3.0,H,2.0,2.0,D,,,,,,,,,,,,,3.4,3.5,2.05
N1,12/04/14,,Go Ahead Eagles,Heerenveen,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,2.9,3.4,2.38
N1,12/04/14,,Twente,Roda,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.18,7.0,13.0
N1,13/04/14,,Ajax,Den Haag,3.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,,1.2,6.0,15.0
N1,13/04/14,,AZ Alkmaar,Nijmegen,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.8,3.75,4.2
N1,13/04/14,,PSV Eindhoven,Feyenoord,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,2.1,3.6,3.25
N1,13/04/14,,Utrecht,Heracles,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,2.1,3.5,3.25
N1,13/04/14,,Waalwijk,Zwolle,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,2.0,3.5,3.6
N1,27/04/14,,Den Haag,AZ Alkmaar,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,2.6,3.4,2.63
N1,27/04/14,,Feyenoord,Cambuur,5.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.2,7.0,12.0
N1,27/04/14,,Heerenveen,Utrecht,4.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1.5,4.33,6.0
N1,27/04/14,,Heracles,Ajax,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,5.75,4.0,1.57
N1,27/04/14,,NAC Breda,Waalwijk,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.91,3.6,3.8
N1,27/04/14,,Nijmegen,Twente,2.0,5.0,A,1.0,1.0,D,,,,,,,,,,,,,5.0,3.75,1.65
N1,27/04/14,,Roda,Groningen,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,2.3,3.6,2.8
N1,27/04/14,,Vitesse,Go Ahead Eagles,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,,1.29,5.25,10.0
N1,27/04/14,,Zwolle,PSV Eindhoven,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,5.0,3.8,1.65
N1,03/05/14,,Ajax,Nijmegen,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,,1.25,6.0,10.0
N1,03/05/14,,AZ Alkmaar,Feyenoord,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,2.88,3.75,2.2
N1,03/05/14,,Cambuur,Den Haag,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,2.0,3.5,3.6
N1,03/05/14,,Go Ahead Eagles,Roda,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,2.55,3.75,2.45
N1,03/05/14,,Groningen,Heracles,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.73,4.0,4.2
N1,03/05/14,,PSV Eindhoven,NAC Breda,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.17,7.5,13.0
N1,03/05/14,,Twente,Zwolle,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,,,1.25,6.0,10.0
N1,03/05/14,,Utrecht,Vitesse,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,3.5,3.75,1.95
N1,03/05/14,,Waalwijk,Heerenveen,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,,3.4,3.7,2.0
N1,10/08/12,,Willem II,NAC Breda,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,2.63,3.25,2.63
N1,11/08/12,,Heracles,VVV Venlo,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1.4,4.5,8.0
N1,11/08/12,,Roda,Zwolle,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1.57,4.0,5.5
N1,11/08/12,,Waalwijk,PSV Eindhoven,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,,,7.0,4.33,1.45
N1,12/08/12,,Ajax,AZ Alkmaar,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,,1.62,4.0,5.0
N1,12/08/12,,Heerenveen,Nijmegen,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,1.67,4.0,4.75
N1,12/08/12,,Twente,Groningen,4.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1.29,5.5,10.0
N1,12/08/12,,Utrecht,Feyenoord,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,3.5,3.6,2.0
N1,12/08/12,,Vitesse,Den Haag,2.0,2.0,D,0.0,0.0,D,,,,,,,,,,,,,1.44,4.5,7.0
N1,18/08/12,,Feyenoord,Heerenveen,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.5,4.33,6.0
N1,18/08/12,,NAC Breda,Twente,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,5.0,3.8,1.67
N1,18/08/12,,PSV Eindhoven,Roda,5.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.2,6.5,13.0
N1,18/08/12,,VVV Venlo,Utrecht,1.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,,2.63,3.5,2.5
N1,18/08/12,,Zwolle,Vitesse,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,3.25,3.6,2.1
N1,19/08/12,,AZ Alkmaar,Heracles,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1.33,5.5,7.5
N1,19/08/12,,Den Haag,Waalwijk,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,2.2,3.6,3.0
N1,19/08/12,,Groningen,Willem II,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.5,4.33,6.0
N1,19/08/12,,Nijmegen,Ajax,1.0,6.0,A,0.0,4.0,A,,,,,,,,,,,,,4.33,3.6,1.8
N1,24/08/12,,Waalwijk,Roda,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.75,3.75,4.5
N1,25/08/12,,Ajax,NAC Breda,5.0,0.0,H,3.0,0.0,H,,,,,,,,,,,,,1.13,8.0,19.0
N1,25/08/12,,Heracles,Feyenoord,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,2.8,3.4,2.4
N1,25/08/12,,Utrecht,Zwolle,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.53,4.0,5.5
N1,25/08/12,,VVV Venlo,Den Haag,2.0,4.0,A,1.0,1.0,D,,,,,,,,,,,,,2.25,3.5,3.0
N1,26/08/12,,AZ Alkmaar,Heerenveen,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1.44,4.33,7.0
N1,26/08/12,,Groningen,PSV Eindhoven,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,,6.0,4.33,1.5
N1,26/08/12,,Nijmegen,Twente,1.0,3.0,A,0.0,3.0,A,,,,,,,,,,,,,4.0,3.5,1.91
N1,26/08/12,,Willem II,Vitesse,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,3.4,3.4,2.1
N1,31/08/12,,Den Haag,Groningen,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1.95,3.6,3.6
N1,01/09/12,,NAC Breda,Utrecht,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,2.3,3.3,3.1
N1,01/09/12,,Roda,Willem II,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.57,3.8,6.0
N1,01/09/12,,Waalwijk,Heracles,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1.95,3.5,3.8
N1,01/09/12,,Zwolle,Nijmegen,0.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,,2.6,3.3,2.63
N1,02/09/12,,Heerenveen,Ajax,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,,,5.5,4.33,1.53
N1,02/09/12,,PSV Eindhoven,AZ Alkmaar,5.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.4,4.5,8.0
N1,02/09/12,,Twente,VVV Venlo,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.14,8.0,15.0
N1,02/09/12,,Vitesse,Feyenoord,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,2.3,3.4,3.0
N1,15/09/12,,Ajax,Waalwijk,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.2,6.5,13.0
N1,15/09/12,,Feyenoord,Zwolle,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.25,6.0,10.0
N1,15/09/12,,Heerenveen,Den Haag,1.0,3.0,A,0.0,3.0,A,,,,,,,,,,,,,1.57,4.33,5.0
N1,15/09/12,,VVV Venlo,Nijmegen,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,,3.2,3.4,2.2
N1,15/09/12,,Willem II,Twente,2.0,6.0,A,0.0,2.0,A,,,,,,,,,,,,,8.5,4.75,1.36
N1,16/09/12,,AZ Alkmaar,Roda,4.0,0.0,H,3.0,0.0,H,,,,,,,,,,,,,1.4,4.75,7.0
N1,16/09/12,,Groningen,Vitesse,0.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,,2.5,3.4,2.7
N1,16/09/12,,Heracles,NAC Breda,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,1.62,3.8,5.5
N1,16/09/12,,Utrecht,PSV Eindhoven,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,6.5,4.5,1.44
N1,21/09/12,,Roda,Utrecht,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,2.4,3.6,2.7
N1,22/09/12,,Nijmegen,Willem II,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1.4,4.75,7.0
N1,22/09/12,,Vitesse,Heracles,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.62,4.0,5.0
N1,22/09/12,,Waalwijk,VVV Venlo,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1.5,4.2,6.0
N1,22/09/12,,Zwolle,Groningen,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,2.38,3.4,2.88
N1,23/09/12,,Den Haag,Ajax,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,7.5,5.0,1.36
N1,23/09/12,,NAC Breda,AZ Alkmaar,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,5.0,3.75,1.67
N1,23/09/12,,PSV Eindhoven,Feyenoord,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.44,4.5,6.5
N1,23/09/12,,Twente,Heerenveen,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.4,4.5,8.0
N1,29/09/12,,Ajax,Twente,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.8,3.8,4.0
N1,29/09/12,,Feyenoord,Nijmegen,5.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1.4,4.5,7.5
N1,29/09/12,,Heerenveen,NAC Breda,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.53,4.0,6.0
N1,29/09/12,,Heracles,Den Haag,3.0,3.0,D,3.0,2.0,H,,,,,,,,,,,,,1.7,4.0,4.5
N1,29/09/12,,Utrecht,Vitesse,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,2.3,3.4,3.0
N1,30/09/12,,AZ Alkmaar,Waalwijk,3.0,3.0,D,2.0,2.0,D,,,,,,,,,,,,,1.36,4.75,8.5
N1,30/09/12,,Groningen,Roda,3.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,,1.73,3.75,4.5
N1,30/09/12,,VVV Venlo,PSV Eindhoven,0.0,6.0,A,0.0,2.0,A,,,,,,,,,,,,,9.5,5.5,1.29
N1,30/09/12,,Willem II,Zwolle,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,2.25,3.5,3.0
N1,05/10/12,,Nijmegen,Den Haag,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.91,3.75,3.6
N1,06/10/12,,Roda,VVV Venlo,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.67,3.75,5.0
N1,06/10/12,,Vitesse,Heerenveen,3.0,3.0,D,0.0,1.0,A,,,,,,,,,,,,,1.67,3.8,5.0
N1,06/10/12,,Willem II,Waalwijk,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,3.0,3.4,2.3
N1,06/10/12,,Zwolle,Heracles,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,,2.63,3.3,2.63
N1,07/10/12,,Ajax,Utrecht,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.22,5.5,15.0
N1,07/10/12,,Groningen,Feyenoord,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,,,3.2,3.4,2.2
N1,07/10/12,,PSV Eindhoven,NAC Breda,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.17,7.0,15.0
N1,07/10/12,,Twente,AZ Alkmaar,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.67,3.75,5.0
N1,20/10/12,,AZ Alkmaar,Nijmegen,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,1.57,4.0,5.75
N1,20/10/12,,Heracles,Ajax,3.0,3.0,D,0.0,2.0,A,,,,,,,,,,,,,4.75,3.75,1.7
N1,20/10/12,,NAC Breda,Vitesse,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,,3.5,3.6,2.0
N1,20/10/12,,PSV Eindhoven,Willem II,3.0,2.0,H,0.0,2.0,A,,,,,,,,,,,,,1.08,11.0,19.0
N1,20/10/12,,Roda,Twente,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,5.5,4.0,1.57
N1,21/10/12,,Den Haag,Utrecht,1.0,2.0,A,1.0,2.0,A,,,,,,,,,,,,,2.3,3.4,3.0
N1,21/10/12,,Heerenveen,Groningen,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.67,4.2,4.33
N1,21/10/12,,VVV Venlo,Feyenoord,2.0,3.0,A,2.0,1.0,H,,,,,,,,,,,,,5.5,4.0,1.57
N1,21/10/12,,Waalwijk,Zwolle,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1.57,3.9,6.0
N1,26/10/12,,Utrecht,Groningen,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.8,3.75,4.2
N1,27/10/12,,Den Haag,Willem II,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.57,4.1,5.5
N1,27/10/12,,Nijmegen,Roda,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1.62,4.1,5.0
N1,27/10/12,,VVV Venlo,NAC Breda,1.0,4.0,A,1.0,4.0,A,,,,,,,,,,,,,2.2,3.5,3.1
N1,28/10/12,,Feyenoord,Ajax,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,2.88,3.5,2.3
N1,28/10/12,,Heracles,Heerenveen,6.0,3.0,H,2.0,1.0,H,,,,,,,,,,,,,2.0,3.75,3.4
N1,28/10/12,,Vitesse,AZ Alkmaar,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,2.1,3.5,3.25
N1,28/10/12,,Waalwijk,Twente,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,5.0,3.8,1.67
N1,28/10/12,,Zwolle,PSV Eindhoven,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,10.0,5.0,1.3
N1,02/11/12,,Roda,Den Haag,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,2.1,3.5,3.3
N1,03/11/12,,Ajax,Vitesse,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1.4,4.75,7.0
N1,03/11/12,,PSV Eindhoven,Heracles,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.2,6.5,12.0
N1,03/11/12,,Willem II,Utrecht,1.0,5.0,A,1.0,2.0,A,,,,,,,,,,,,,4.5,3.5,1.8
N1,04/11/12,,AZ Alkmaar,VVV Venlo,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,1.2,6.0,15.0
N1,04/11/12,,Groningen,Nijmegen,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,,1.95,3.5,3.75
N1,04/11/12,,Heerenveen,Zwolle,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1.5,4.2,6.5
N1,04/11/12,,NAC Breda,Waalwijk,2.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,2.25,3.5,3.0
N1,04/11/12,,Twente,Feyenoord,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.67,3.75,5.0
N1,09/11/12,,NAC Breda,Groningen,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,2.38,3.5,2.8
N1,10/11/12,,Den Haag,AZ Alkmaar,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,3.1,3.5,2.2
