season,date,home_team,away_team,home_score,away_score,match_result,match_result_numeric,home_elo,away_elo,home_form_score,away_form_score,home_goal_difference,away_goal_difference,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_goal_diff,last10_h2h_home_wins,last10_h2h_away_wins,last10_h2h_draws,last100_h2h_goal_diff,last10_h2h_goal_diff,home_team_home_win_pct,away_team_away_win_pct,elo_difference
1956-1957,1956-12-30,Roda JC,Feyenoord,4,1,home_win,1,1016.06620910216,1075.9431563207966,10.4,15.6,4,6,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.42857142857142855,-59.87694721863659
1956-1957,1956-12-30,NOAD,VVV-Venlo,1,2,away_win,-1,1018.4989642100733,1006.8621399291987,8.0,5.3999999999999995,2,-3,0,0,0,0,0,0,0,0,0.0,0.42857142857142855,0.5714285714285714,11.63682428087452
1956-1957,1956-12-30,NAC Breda,Fortuna Sittard,0,2,away_win,-1,1045.893889146713,1051.0022681109792,11.0,12.6,-4,1,0,0,0,0,0,0,0,0,0.0,0.7142857142857143,0.5,-5.108378964266194
1956-1957,1956-12-30,Elinkwijk,BVC Amsterdam,0,2,away_win,-1,935.4883125276536,956.8989225643112,9.0,7.3999999999999995,-3,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,0.14285714285714285,-21.410610036657545
1956-1957,1956-12-30,Eindhoven,BVV Den Bosch,2,3,away_win,-1,881.8211784963693,968.448897262838,0.0,11.200000000000001,-10,9,0,0,0,0,0,0,0,0,0.0,0.0,0.14285714285714285,-86.62771876646877
1956-1957,1956-12-30,Ajax,DOS,1,2,away_win,-1,1021.1886604086793,984.8612466996408,6.000000000000001,3.0,-4,-12,0,0,0,0,0,0,0,0,0.0,0.7142857142857143,0.6666666666666666,36.327413709038524
1956-1957,1956-12-30,MVV,Willem II,0,0,draw,0,1061.0203395473616,921.8880276943978,16.8,4.4,7,-7,0,0,0,0,0,0,0,0,0.0,0.8571428571428571,0.14285714285714285,139.13231185296377
1956-1957,1957-01-06,PSV,GVAV,5,2,home_win,1,1005.6111066072054,985.42031324601,13.2,8.6,4,1,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,0.16666666666666666,20.19079336119546
1956-1957,1957-01-06,Willem II,Roda JC,1,2,away_win,-1,927.9734388452267,1034.7966653941903,6.199999999999999,15.6,-2,8,0,0,0,0,0,0,0,0,0.0,0.16666666666666666,0.2857142857142857,-106.82322654896359
1956-1957,1957-01-06,SC Enschede,Eindhoven,6,1,home_win,1,1090.6252340188262,869.7298679518761,13.2,0.0,2,-8,0,0,0,0,0,0,0,0,0.0,0.5,0.14285714285714285,220.89536606695003
1956-1957,1957-01-06,Fortuna Sittard,Sparta Rotterdam,1,1,draw,0,1066.7670355166283,972.4611341067848,18.0,4.199999999999999,5,-5,0,0,0,0,0,0,0,0,0.0,0.7142857142857143,0.2857142857142857,94.3059014098435
1956-1957,1957-01-06,VVV-Venlo,NAC Breda,1,0,home_win,1,1023.3978351899729,1030.129121741064,9.200000000000001,11.0,-1,-6,0,0,0,0,0,0,0,0,0.0,0.42857142857142855,0.2857142857142857,-6.731286551091102
1956-1957,1957-01-06,DOS,NOAD,3,1,home_win,1,1002.5281159859535,1001.9632689492992,6.6,7.199999999999999,-9,1,0,0,0,0,0,0,0,0,0.0,0.2857142857142857,0.3333333333333333,0.5648470366543279
1956-1957,1957-01-06,BVV Den Bosch,MVV,2,0,home_win,1,980.5402078073312,1054.9349283965325,14.2,14.0,10,4,0,0,0,0,0,0,0,0,0.0,0.42857142857142855,0.2857142857142857,-74.39472058920137
1956-1957,1957-01-06,Ajax,BVC Amsterdam,2,3,away_win,-1,1003.5217911223666,971.9141737802119,7.4,9.200000000000001,-4,2,0,0,0,0,0,0,0,0,0.0,0.625,0.25,31.607617342154754
1956-1957,1957-01-06,Feyenoord,Elinkwijk,3,1,home_win,1,1057.2127000287662,920.473061311753,16.2,10.8,3,-3,0,0,0,0,0,0,0,0,0.0,0.7142857142857143,0.42857142857142855,136.73963871701324
1956-1957,1957-01-13,Roda JC,BVV Den Bosch,4,3,home_win,1,1046.026643137651,999.9147937767484,14.399999999999999,12.799999999999999,7,4,0,0,0,0,0,0,0,0,0.0,0.7142857142857143,0.25,46.111849360902625
1956-1957,1957-01-13,NOAD,Ajax,1,4,away_win,-1,985.98928109371,986.0702089088458,6.199999999999999,1.6,-1,-6,0,0,0,0,0,0,0,0,0.0,0.375,0.42857142857142855,-0.08092781513573755
1956-1957,1957-01-13,NAC Breda,DOS,4,4,draw,0,1013.8191733194175,1018.5021038415426,5.799999999999999,10.799999999999999,-8,-1,0,0,0,0,0,0,0,0,0.0,0.625,0.7142857142857143,-4.682930522125162
1956-1957,1957-01-13,Sparta Rotterdam,VVV-Venlo,1,1,draw,0,976.7004758553377,1039.7077836116193,6.0,14.2,-1,3,0,0,0,0,0,0,0,0,0.0,0.25,0.625,-63.00730775628165
1956-1957,1957-01-13,GVAV,Fortuna Sittard,2,0,home_win,1,970.3490883211127,1062.5276937680756,7.799999999999999,15.4,-2,4,0,0,0,0,0,0,0,0,0.0,0.42857142857142855,0.5714285714285714,-92.17860544696282
1956-1957,1957-01-13,Eindhoven,PSV,0,2,away_win,-1,862.7222648775239,1020.6823315321027,0.0,11.4,-11,1,0,0,0,0,0,0,0,0,0.0,0.0,0.75,-157.96006665457878
1956-1957,1957-01-13,BVC Amsterdam,Feyenoord,2,1,home_win,1,989.3657559937327,1067.2217822680361,14.2,15.200000000000001,5,1,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.375,-77.85602627430342
1956-1957,1957-01-13,MVV,SC Enschede,0,0,draw,0,1035.5603424271153,1097.6328370931783,9.4,11.6,0,6,0,0,0,0,0,0,0,0,0.0,0.75,0.7142857142857143,-62.072494666062994
1956-1957,1957-01-20,BVC Amsterdam,NOAD,1,0,home_win,1,1008.8923259445437,969.9930079572574,12.799999999999999,4.800000000000001,3,-4,0,0,0,0,0,0,0,0,0.0,0.42857142857142855,0.2857142857142857,38.89931798728628
1956-1957,1957-01-20,Eindhoven,Fortuna Sittard,1,5,away_win,-1,853.5336282698605,1042.3795869913756,0.0,11.399999999999999,-10,-1,0,0,0,0,0,0,0,0,0.0,0.0,0.5,-188.8459587215151
1956-1957,1957-01-20,Elinkwijk,BVV Den Bosch,4,2,home_win,1,910.463979072483,986.0259416671407,6.0,12.6,-6,3,0,0,0,0,0,0,0,0,0.0,0.125,0.2222222222222222,-75.56196259465776
1956-1957,1957-01-20,Feyenoord,Willem II,2,1,home_win,1,1047.695212317225,916.7434611017661,11.2,7.3999999999999995,-1,-2,0,0,0,0,0,0,0,0,0.0,0.75,0.125,130.9517512154589
1956-1957,1957-01-20,GVAV,VVV-Venlo,0,1,away_win,-1,990.4971950978127,1036.8375858049237,12.0,10.799999999999999,1,1,0,0,0,0,0,0,0,0,0.0,0.5,0.5555555555555556,-46.340390707111055
1956-1957,1957-01-20,MVV,PSV,5,0,home_win,1,1038.3888558141653,1029.870968139766,10.0,16.799999999999997,0,4,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.7777777777777778,8.517887674399162
1956-1957,1957-01-20,NAC Breda,Ajax,1,1,draw,0,1014.0348171810289,1002.0664820452984,7.800000000000001,5.0,0,-1,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.5,11.968335135730513
1956-1957,1957-01-20,Sparta Rotterdam,DOS,4,2,home_win,1,979.5706736620332,1018.2864599799312,5.8,13.6,-1,2,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.625,-38.71578631789805
1956-1957,1957-01-27,SC Enschede,Elinkwijk,4,2,home_win,1,1094.8043237061283,929.8898908069681,12.399999999999999,3.0,6,-7,0,0,0,0,0,0,0,0,0.0,0.5714285714285714,0.375,164.91443289916026
1956-1957,1957-01-27,Willem II,BVC Amsterdam,1,2,away_win,-1,906.5037888794367,1023.1083939800673,6.200000000000001,15.6,-3,4,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,0.3333333333333333,-116.60460510063058
1956-1957,1957-01-27,VVV-Venlo,Eindhoven,2,1,home_win,1,1050.716097330324,845.4642637463238,13.2,0.0,2,-13,0,0,0,0,0,0,0,0,0.0,0.5,0.125,205.2518335840001
1956-1957,1957-01-27,PSV,Roda JC,4,1,home_win,1,1014.2631527915411,1059.9154952472588,12.6,17.6,-2,8,0,0,0,0,0,0,0,0,0.0,0.25,0.375,-45.65234245571776
1956-1957,1957-01-27,NOAD,NAC Breda,2,1,home_win,1,955.7769399217339,1013.4838728864918,6.0,8.2,-4,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.25,-57.706932964757925
1956-1957,1957-01-27,Fortuna Sittard,MVV,1,1,draw,0,1050.4489515149123,1053.9966711623902,9.200000000000001,7.8,1,3,0,0,0,0,0,0,0,0,0.0,0.625,0.25,-3.547719647477834
1956-1957,1957-01-27,DOS,GVAV,7,1,home_win,1,1000.5108753833481,976.6186835724125,16.2,14.4,2,1,0,0,0,0,0,0,0,0,0.0,0.375,0.14285714285714285,23.89219181093563
1956-1957,1957-01-27,BVV Den Bosch,Feyenoord,0,5,away_win,-1,966.6000299326556,1057.9348845395546,15.0,9.2,2,-1,0,0,0,0,0,0,0,0,0.0,0.5,0.3333333333333333,-91.33485460689894
1956-1957,1957-01-27,Ajax,Sparta Rotterdam,2,1,home_win,1,1002.6174263398354,997.3462582586163,4.6,7.6,-1,1,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.25,5.271168081219116
1956-1957,1957-02-03,Willem II,BVV Den Bosch,1,0,home_win,1,895.6807020411148,954.71186946336,7.6,10.8,-2,-5,0,0,0,0,0,0,0,0,0.0,0.125,0.2,-59.031167422245176
1956-1957,1957-02-03,Sparta Rotterdam,NOAD,2,1,home_win,1,981.5889858962544,974.4102714117416,6.6,3.0,0,-6,0,0,0,0,0,0,0,0,0.0,0.3,0.25,7.178714484512739
1956-1957,1957-02-03,Roda JC,Fortuna Sittard,0,1,away_win,-1,1041.825143635757,1050.612324364267,18.6,12.2,5,4,0,0,0,0,0,0,0,0,0.0,0.75,0.5555555555555556,-8.787180728509838
1956-1957,1957-02-03,MVV,VVV-Venlo,1,0,home_win,1,1053.8332983130356,1058.2289994829684,8.0,18.8,3,4,0,0,0,0,0,0,0,0,0.0,0.7,0.6,-4.395701169932863
1956-1957,1957-02-03,GVAV,Ajax,1,1,draw,0,961.7172285626863,1018.3746987021974,10.2,8.399999999999999,-7,2,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.4444444444444444,-56.65747013951113
1956-1957,1957-02-03,Feyenoord,SC Enschede,2,2,draw,0,1069.8230450088502,1103.7329904004896,11.4,15.2,4,8,0,0,0,0,0,0,0,0,0.0,0.7777777777777778,0.625,-33.90994539163944
1956-1957,1957-02-03,Elinkwijk,PSV,0,6,away_win,-1,920.9612241126068,1032.3535044030427,3.5999999999999996,18.0,-7,4,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.7,-111.3922802904359
1956-1957,1957-02-03,Eindhoven,DOS,0,1,away_win,-1,837.9513615936792,1015.4123303930743,0.0,15.200000000000001,-13,7,0,0,0,0,0,0,0,0,0.0,0.0,0.5555555555555556,-177.46096879939512
1956-1957,1957-02-03,BVC Amsterdam,NAC Breda,0,1,away_win,-1,1033.931480818389,994.850541396484,21.6,2.5999999999999996,6,-4,0,0,0,0,0,0,0,0,0.0,0.5,0.2222222222222222,39.080939421904986
1956-1957,1957-02-10,VVV-Venlo,Roda JC,2,1,home_win,1,1042.0265807634432,1026.229722002071,15.399999999999999,15.0,2,1,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.3333333333333333,15.796858761372278
1956-1957,1957-02-10,SC Enschede,Willem II,5,1,home_win,1,1102.1763194613386,914.3733274072357,16.8,5.0,8,-2,0,0,0,0,0,0,0,0,0.0,0.625,0.1111111111111111,187.8029920541029
1956-1957,1957-02-10,NOAD,GVAV,3,2,home_win,1,958.7408163936918,964.3035163925846,3.5999999999999996,5.800000000000001,-6,-8,0,0,0,0,0,0,0,0,0.0,0.4,0.125,-5.562699998892754
1956-1957,1957-02-10,NAC Breda,Sparta Rotterdam,3,4,away_win,-1,1012.6427328798551,997.2584409143042,6.0,10.799999999999999,-1,2,0,0,0,0,0,0,0,0,0.0,0.5,0.2222222222222222,15.384291965550915
1956-1957,1957-02-10,PSV,Feyenoord,3,1,home_win,1,1043.392530441664,1071.3797159480011,17.4,14.799999999999999,9,7,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.4,-27.987185506337255
1956-1957,1957-02-10,DOS,MVV,1,2,away_win,-1,1023.88356511302,1070.0357170325608,14.2,10.0,7,4,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.2222222222222222,-46.152151919540756
1956-1957,1957-02-10,BVV Den Bosch,BVC Amsterdam,5,2,home_win,1,936.0192440972392,1016.1392893350179,6.0,18.6,-7,3,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.4,-80.12004523777875
1956-1957,1957-02-10,Ajax,Eindhoven,3,1,home_win,1,1015.7884108722991,829.4801268737334,10.8,0.0,3,-13,0,0,0,0,0,0,0,0,0.0,0.6,0.1111111111111111,186.30828399856568
1956-1957,1957-02-10,Fortuna Sittard,Elinkwijk,8,1,home_win,1,1066.207745997953,909.9221980739856,10.399999999999999,4.199999999999999,3,-10,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.3333333333333333,156.28554792396744
1956-1957,1957-02-17,Willem II,PSV,0,6,away_win,-1,906.2676788893242,1060.678607433295,3.5999999999999996,16.799999999999997,-6,8,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.7272727272727273,-154.41092854397073
1956-1957,1957-02-17,Roda JC,DOS,0,3,away_win,-1,1010.9566933573986,1009.9965366640272,10.8,9.799999999999999,-3,4,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.6,0.9601566933714594
1956-1957,1957-02-17,GVAV,NAC Breda,1,2,away_win,-1,948.0473664777995,995.9347227192726,7.2,7.199999999999999,-6,-1,0,0,0,0,0,0,0,0,0.0,0.4,0.3,-47.88735624147307
1956-1957,1957-02-17,Feyenoord,Fortuna Sittard,4,0,home_win,1,1054.0936389563701,1075.4596509789487,10.2,12.8,3,10,0,0,0,0,0,0,0,0,0.0,0.7,0.6,-21.366012022578616
1956-1957,1957-02-17,MVV,Ajax,1,1,draw,0,1083.9227454815536,1023.9462467420557,14.8,16.0,7,6,0,0,0,0,0,0,0,0,0.0,0.7272727272727273,0.4,59.97649873949797
1956-1957,1957-02-17,Eindhoven,NOAD,3,1,home_win,1,821.3222910039768,974.9969663084769,0.0,7.199999999999999,-10,-3,0,0,0,0,0,0,0,0,0.0,0.0,0.2222222222222222,-153.67467530450006
1956-1957,1957-02-17,BVV Den Bosch,SC Enschede,2,2,draw,0,955.6448671723867,1110.28196797925,3.0,16.0,-6,11,0,0,0,0,0,0,0,0,0.0,0.5,0.5555555555555556,-154.63710080686337
1956-1957,1957-02-17,BVC Amsterdam,Sparta Rotterdam,1,1,draw,0,996.5136662598703,1013.9664510748867,15.0,13.4,-1,3,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.3,-17.452784815016344
1956-1957,1957-02-17,Elinkwijk,VVV-Venlo,2,2,draw,0,900.6702930929898,1057.2996094081154,4.800000000000001,14.0,-15,2,0,0,0,0,0,0,0,0,0.0,0.2,0.5454545454545454,-156.6293163151256
1956-1957,1957-02-24,VVV-Venlo,Feyenoord,2,2,draw,0,1050.5385047118964,1071.0763416897348,15.4,15.200000000000001,2,8,0,0,0,0,0,0,0,0,0.0,0.6,0.36363636363636365,-20.537836977838424
1956-1957,1957-02-24,Ajax,Roda JC,1,0,home_win,1,1026.6811538201287,994.9124766201811,12.8,6.0,3,-7,0,0,0,0,0,0,0,0,0.0,0.6363636363636364,0.3,31.768677199947547
1956-1957,1957-02-24,DOS,Elinkwijk,2,3,away_win,-1,1026.0407534012447,907.431397789209,12.0,7.0,7,-13,0,0,0,0,0,0,0,0,0.0,0.4,0.3,118.60935561203576
1956-1957,1957-02-24,Fortuna Sittard,Willem II,0,1,away_win,-1,1058.476948245584,896.9446394201606,15.399999999999999,4.199999999999999,8,-11,0,0,0,0,0,0,0,0,0.0,0.6,0.1,161.53230882542346
1956-1957,1957-02-24,NOAD,MVV,0,0,draw,0,952.3480316333225,1081.1878384034806,8.4,16.4,-2,7,0,0,0,0,0,0,0,0,0.0,0.45454545454545453,0.3,-128.83980677015802
1956-1957,1957-02-24,PSV,BVV Den Bosch,2,5,away_win,-1,1070.0016469024586,962.3304271280427,15.6,4.6,12,-5,0,0,0,0,0,0,0,0,0.0,0.4,0.18181818181818182,107.67121977441582
1956-1957,1957-02-24,SC Enschede,BVC Amsterdam,1,2,away_win,-1,1103.596408023594,997.316721348126,12.8,11.8,6,-2,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.36363636363636365,106.27968667546804
1956-1957,1957-02-24,Sparta Rotterdam,GVAV,2,2,draw,0,1013.163395986631,934.238801120277,14.799999999999999,1.4,3,-9,0,0,0,0,0,0,0,0,0.0,0.36363636363636365,0.1111111111111111,78.92459486635403
1956-1957,1957-03-03,SC Enschede,DOS,1,2,away_win,-1,1082.8492025931712,1004.7813381436257,13.0,14.4,5,8,0,0,0,0,0,0,0,0,0.0,0.6,0.6363636363636364,78.06786444954548
1956-1957,1957-03-03,Roda JC,GVAV,2,2,draw,0,980.3714145556867,937.8121579750999,0.0,2.6,-9,-8,0,0,0,0,0,0,0,0,0.0,0.6,0.1,42.55925658058675
1956-1957,1957-03-03,NAC Breda,Eindhoven,0,1,away_win,-1,1009.7432880767951,843.9712256791311,9.2,3.0,0,-6,0,0,0,0,0,0,0,0,0.0,0.45454545454545453,0.1,165.77206239766406
1956-1957,1957-03-03,Elinkwijk,Willem II,3,1,home_win,1,928.690813046828,919.8901053260242,4.2,7.800000000000001,-14,-9,0,0,0,0,0,0,0,0,0.0,0.18181818181818182,0.18181818181818182,8.800707720803757
1956-1957,1957-03-10,Willem II,VVV-Venlo,6,3,home_win,1,904.2953062344392,1051.4832069542422,9.6,12.399999999999999,-10,1,0,0,0,0,0,0,0,0,0.0,0.2,0.5,-147.187900719803
1956-1957,1957-03-10,Roda JC,NOAD,1,3,away_win,-1,978.4212328533658,958.0235223125636,1.0,11.2,-6,-1,0,0,0,0,0,0,0,0,0.0,0.5454545454545454,0.2,20.397710540802223
1956-1957,1957-03-10,MVV,NAC Breda,1,3,away_win,-1,1075.5123477242394,986.6402086758752,13.2,8.4,2,-1,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.36363636363636365,88.87213904836415
1956-1957,1957-03-10,Feyenoord,DOS,5,1,home_win,1,1070.131639447389,1024.3171884237859,12.2,13.2,7,3,0,0,0,0,0,0,0,0,0.0,0.7272727272727273,0.6666666666666666,45.81445102360317
1956-1957,1957-03-10,SC Enschede,PSV,2,2,draw,0,1063.313352313011,1049.1960699309864,8.200000000000001,18.6,2,14,0,0,0,0,0,0,0,0,0.0,0.5454545454545454,0.75,14.117282382024541
1956-1957,1957-03-10,Eindhoven,Sparta Rotterdam,3,2,home_win,1,867.074305080051,1009.5900391318081,6.6,11.2,-1,1,0,0,0,0,0,0,0,0,0.0,0.08333333333333333,0.2727272727272727,-142.51573405175714
1956-1957,1957-03-10,BVV Den Bosch,Fortuna Sittard,1,3,away_win,-1,983.1360040995148,1035.5314823397202,8.399999999999999,11.0,0,3,0,0,0,0,0,0,0,0,0.0,0.45454545454545453,0.5454545454545454,-52.39547824020542
1956-1957,1957-03-10,BVC Amsterdam,GVAV,0,1,away_win,-1,1018.0639267785488,939.7623396774208,10.2,4.2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.4,0.09090909090909091,78.301587101128
1956-1957,1957-03-10,Elinkwijk,Ajax,1,2,away_win,-1,944.2856121384131,1041.222215884623,8.0,16.0,-10,4,0,0,0,0,0,0,0,0,0.0,0.25,0.36363636363636365,-96.93660374620993
1956-1957,1957-03-17,VVV-Venlo,BVV Den Bosch,3,1,home_win,1,1029.0833157864795,969.530778091253,7.4,9.8,-3,3,0,0,0,0,0,0,0,0,0.0,0.5454545454545454,0.25,59.55253769522653
1956-1957,1957-03-17,DOS,Willem II,4,1,home_win,1,1010.4148775391644,926.695197402202,8.4,7.199999999999999,-2,-8,0,0,0,0,0,0,0,0,0.0,0.36363636363636365,0.16666666666666666,83.71968013696244
1956-1957,1957-03-17,Fortuna Sittard,SC Enschede,4,1,home_win,1,1049.1367083479822,1062.663584988326,13.8,8.6,5,2,0,0,0,0,0,0,0,0,0.0,0.5454545454545454,0.5,-13.526876640343744
1956-1957,1957-03-17,GVAV,Eindhoven,1,1,draw,0,959.3084261130942,889.2924932300734,5.6,10.799999999999999,-1,1,0,0,0,0,0,0,0,0,0.0,0.36363636363636365,0.18181818181818182,70.01593288302081
1956-1957,1957-03-17,NAC Breda,Roda JC,1,1,draw,0,1006.6459346237697,961.4829613281714,13.2,1.2,2,-7,0,0,0,0,0,0,0,0,0.0,0.4166666666666667,0.2727272727272727,45.16297329559825
1956-1957,1957-03-17,NOAD,Elinkwijk,3,3,draw,0,974.961793837758,932.6373695298477,9.0,9.399999999999999,0,-5,0,0,0,0,0,0,0,0,0.0,0.4166666666666667,0.36363636363636365,42.32442430791036
1956-1957,1957-03-17,PSV,BVC Amsterdam,2,2,draw,0,1049.8458372556713,998.5178403428753,16.0,5.0,11,-4,0,0,0,0,0,0,0,0,0.0,0.36363636363636365,0.4166666666666667,51.32799691279604
1956-1957,1957-03-17,Ajax,Feyenoord,1,0,home_win,1,1052.8704584931884,1084.0339503320106,14.8,10.399999999999999,4,6,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,-31.16349183882221
1956-1957,1957-03-24,SC Enschede,VVV-Venlo,0,0,draw,0,1046.0409638594083,1042.367366331804,3.2,12.0,-5,0,0,0,0,0,0,0,0,0,0.0,0.5,0.46153846153846156,3.6735975276042154
1956-1957,1957-03-24,BVV Den Bosch,DOS,4,0,home_win,1,956.2467275459284,1022.6323710410685,11.799999999999999,13.2,2,2,0,0,0,0,0,0,0,0,0.0,0.4166666666666667,0.6153846153846154,-66.38564349514013
1956-1957,1957-03-24,Roda JC,Sparta Rotterdam,0,0,draw,0,963.5511572581281,987.3718509817857,2.4,13.4,-6,1,0,0,0,0,0,0,0,0,0.0,0.5,0.25,-23.82069372365754
1956-1957,1957-03-24,Willem II,Ajax,0,1,away_win,-1,914.4777039002979,1070.3017539726611,8.4,18.4,-7,5,0,0,0,0,0,0,0,0,0.0,0.2727272727272727,0.4166666666666667,-155.8240500723632
1956-1957,1957-03-24,PSV,Fortuna Sittard,1,2,away_win,-1,1047.499143281596,1065.7593294769,13.0,12.6,5,7,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.5833333333333334,-18.26018619530396
1956-1957,1957-03-24,BVC Amsterdam,Eindhoven,2,1,home_win,1,1000.8645343169507,892.4738954582739,6.799999999999999,13.6,-3,2,0,0,0,0,0,0,0,0,0.0,0.36363636363636365,0.16666666666666666,108.39063885867677
1956-1957,1957-03-24,Feyenoord,NOAD,5,2,home_win,1,1066.6026548525379,973.0222667752065,9.8,12.0,5,1,0,0,0,0,0,0,0,0,0.0,0.75,0.2727272727272727,93.58038807733135
1956-1957,1957-03-24,Elinkwijk,NAC Breda,2,1,home_win,1,934.5768965923992,1004.577738693813,12.0,9.4,2,1,0,0,0,0,0,0,0,0,0.0,0.23076923076923078,0.4166666666666667,-70.00084210141381
1956-1957,1957-03-24,MVV,GVAV,2,0,home_win,1,1055.506621776345,956.1270238848938,13.4,7.6,0,0,0,0,0,0,0,0,0,0,0.0,0.6153846153846154,0.16666666666666666,99.37959789145111
1956-1957,1957-03-27,BVC Amsterdam,Fortuna Sittard,1,1,draw,0,1012.0288343248025,1080.9191902400237,11.0,10.799999999999999,1,1,0,0,0,0,0,0,0,0,0.0,0.4166666666666667,0.6153846153846154,-68.89035591522122
1956-1957,1957-03-31,VVV-Venlo,PSV,1,5,away_win,-1,1042.5365354456817,1032.3392825184721,8.2,8.6,-1,2,0,0,0,0,0,0,0,0,0.0,0.5833333333333334,0.6923076923076923,10.197252927209547
1956-1957,1957-03-31,Ajax,BVV Den Bosch,1,0,home_win,1,1079.5711410984165,975.2672300732894,17.6,9.8,4,3,0,0,0,0,0,0,0,0,0.0,0.6923076923076923,0.23076923076923078,104.30391102512715
1956-1957,1957-03-31,DOS,SC Enschede,1,4,away_win,-1,1003.6118685137075,1045.8717947455307,8.4,2.4,-5,-5,0,0,0,0,0,0,0,0,0.0,0.4166666666666667,0.45454545454545453,-42.259926231823215
1956-1957,1957-03-31,Eindhoven,MVV,0,3,away_win,-1,881.3095954504221,1067.0508834908333,16.2,12.0,3,1,0,0,0,0,0,0,0,0,0.0,0.15384615384615385,0.2727272727272727,-185.74128804041118
1956-1957,1957-03-31,Fortuna Sittard,BVC Amsterdam,3,0,home_win,1,1077.7876053040445,1015.1604192607815,13.6,12.0,5,1,0,0,0,0,0,0,0,0,0.0,0.5833333333333334,0.38461538461538464,62.62718604326301
1956-1957,1957-03-31,GVAV,Roda JC,1,3,away_win,-1,944.5827621704055,964.6464251151227,9.0,3.8,-1,-3,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.25,-20.06366294471718
1956-1957,1957-03-31,NAC Breda,Feyenoord,1,1,draw,0,985.3970039514821,1078.39439581241,11.399999999999999,14.799999999999999,1,10,0,0,0,0,0,0,0,0,0.0,0.38461538461538464,0.3076923076923077,-92.9973918609279
1956-1957,1957-03-31,NOAD,Willem II,1,0,home_win,1,961.2305258153342,905.2083167745425,7.0,10.2,-3,-2,0,0,0,0,0,0,0,0,0.0,0.38461538461538464,0.15384615384615385,56.02220904079172
1956-1957,1957-03-31,Sparta Rotterdam,Elinkwijk,3,0,home_win,1,986.276583124791,953.75763133473,10.0,15.0,0,3,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,32.51895179006101
1956-1957,1957-04-07,SC Enschede,Ajax,0,1,away_win,-1,1059.9351943490042,1090.9070530856134,5.8,21.6,-1,5,0,0,0,0,0,0,0,0,0.0,0.46153846153846156,0.46153846153846156,-30.971858736609192
1956-1957,1957-04-07,Roda JC,Eindhoven,0,1,away_win,-1,979.7234850080418,873.1319053321876,7.6,12.200000000000001,0,-2,0,0,0,0,0,0,0,0,0.0,0.46153846153846156,0.15384615384615385,106.59157967585429
1956-1957,1957-04-07,Willem II,NAC Breda,2,4,away_win,-1,891.766105742749,989.5802612886021,4.800000000000001,7.200000000000001,-4,0,0,0,0,0,0,0,0,0,0.0,0.25,0.38461538461538464,-97.81415554585305
1956-1957,1957-04-07,PSV,DOS,3,2,home_win,1,1048.8087485744431,989.5484689102339,6.0,10.2,0,-7,0,0,0,0,0,0,0,0,0.0,0.3076923076923077,0.5714285714285714,59.26027966420929
1956-1957,1957-04-07,BVC Amsterdam,MVV,3,0,home_win,1,1002.0136718126561,1075.2285736090678,7.0,10.2,-3,3,0,0,0,0,0,0,0,0,0.0,0.38461538461538464,0.3333333333333333,-73.21490179641171
1956-1957,1957-04-07,Feyenoord,Sparta Rotterdam,0,3,away_win,-1,1074.2111384752902,1000.7833878424984,11.4,7.8,6,2,0,0,0,0,0,0,0,0,0.0,0.7692307692307693,0.23076923076923078,73.4277506327918
1956-1957,1957-04-07,Elinkwijk,GVAV,0,5,away_win,-1,939.2508266170227,929.5057022774864,11.0,8.200000000000001,-1,-3,0,0,0,0,0,0,0,0,0.0,0.2857142857142857,0.15384615384615385,9.745124339536233
